series,season,episode,episode_code,bool_response,explanation
ER,3,9,ERS03E09,No,
ER,3,10,ERS03E10,Yes,"There are several implicit and explicit references to prejudice and discrimination, particularly surrounding Jeanie's HIV-positive status. While this is primarily about HIV/AIDS stigma, the dialogue includes discussions about whether she should be allowed to continue working, concerns about her infecting patients, and the potential for her to be forced out of her job. These are forms of prejudice and discrimination, though not racial. Additionally, there is a scene where Gloria, a Latina character, accuses hospital staff of treating her differently because of her ethnicity ('You think you can mess with me because I'm a Latina?!'). This is an explicit reference to perceived racial or ethnic discrimination. Therefore, the topic of racism or racial prejudice is mentioned or implied."
ER,3,11,ERS03E11,Yes,"There are several implicit references to race and ethnicity in the subtitles. Early in the episode, a character says, 'This is no place for a Mexican,' which is a stereotypical and exclusionary remark about ethnicity and weather. There is also a scene where the head nurse must choose between firing three junior RNs, all of whom have names suggesting they are people of color (Malik McGrath, Chuny Marquez, Connie Oligario), raising the possibility of systemic bias or disparate impact, even if not explicitly stated. Additionally, the mention of 'bumsicles' and the way homeless people are discussed may carry racialized undertones, as homelessness is often racialized in American society. While there are no explicit racial slurs or direct discussions of racism, these elements suggest the presence of racial stereotypes, microaggressions, and possible systemic inequalities."
ER,3,12,ERS03E12,Yes,"There are several implicit references to racism and racial prejudice in the episode. The central storyline involves the death of Dennis Gant, a Black surgical intern, and the investigation into whether he experienced unfair treatment, undue pressure, or discrimination in the hospital. There are discussions about whether he was treated harshly by Dr. Benton (also Black) and whether systemic issues or policies contributed to his distress. The episode also includes references to the backgrounds of characters (e.g., Benton reflecting on his high school in North Lawndale, mentioning classmates in prison or dead, which can imply systemic racial inequalities). While no explicit racial slurs or direct discussions of racism occur, the context and subtext strongly suggest that issues of racial bias, discrimination, and systemic inequality are present and relevant to the narrative."
ER,3,13,ERS03E13,No,
ER,3,14,ERS03E14,Yes,"There is an implicit reference to race in the basketball conversation: 'So white men can jump?' and 'That's right. They just can't land. That's why we don't do it.' This exchange references racial stereotypes about athletic ability and is a form of racial joking or microaggression. Additionally, the episode features Dr. Benton, a Black character, in a storyline where his family questions his relationship with Carla, asking 'Are you going to marry her? ... What, she's not good enough for you?' While not overtly about race, this could imply issues of prejudice or expectations around relationships and family, especially given the context of Black characters. Given these implicit references, the topic of racism or racial prejudice is present."
ER,3,15,ERS03E15,No,
ER,3,16,ERS03E16,Yes,"While the main explicit topic addressed in the episode is discrimination against people with Down syndrome (ableism), there are several moments that imply or touch on issues of racial prejudice and systemic inequality. For example, the conversation between Carla and Peter Benton, both Black characters, includes concerns about providing for a child and assumptions about single motherhood, which can implicitly reference racialized stereotypes. Additionally, Peter Benton discusses his career struggles and the death of Dr. Gant, another Black doctor, which may allude to the pressures and systemic challenges faced by minorities in medicine. The episode also includes brief references to socioeconomic disparities and union negotiations, which can intersect with race. While there are no explicit racial slurs or direct discussions of racism, the presence of implicit references and the possibility of underlying racial dynamics in these interactions warrant a 'Yes' answer."
ER,3,17,ERS03E17,Yes,"The episode contains multiple explicit and implicit references to racism and racial prejudice. There are direct mentions of racial bias, such as the use of the racial slur 'nigger' by a character accusing doctors of racist assumptions ('Just another shot nigger is what you saw'), and discussions about assumptions made regarding black patients being gangbangers or drug dealers. There are also microaggressions and stereotypes, such as referring to a patient as a 'crackhead' and the assumption that the black kid is a gang member or dealer, contrasted with the white kid being identified as a drug dealer only later. Characters discuss how race affects their experiences and perceptions ('Black folks see the world one way; white folks see it another'), and the episode explores systemic inequalities in healthcare and policing. The dialogue also includes a moment where a character is called out for using the phrase 'natives are restless,' which is recognized as a problematic, racially loaded expression. Overall, the topic of racism and racial prejudice is both mentioned and implied throughout the episode."
ER,3,18,ERS03E18,No,
ER,3,19,ERS03E19,No,
ER,3,20,ERS03E20,Yes,"There are explicit references to racial discrimination and prejudice. For example, Fair Oaks country club is described as not allowing women, blacks, or Jews, which is a direct mention of institutional racism and exclusion. Additionally, there is a discussion about a book where one character says, 'The part I read was racist,' and another mentions the 'Latina nurse' character not being realistic, which suggests the depiction of ethnic stereotypes and possible racial insensitivity. There are also references to an African-American patient and some subtle implications about treatment and access that could be interpreted as touching on systemic inequalities. Given these explicit and implicit mentions, the topic of racism or racial prejudice is present."
